method,__init__,1,8,,,
method,get_name,1,3,,,
method,get_grid,1,3,,,
method,get_row_col,1,4,,,
method,get_start,1,3,,,
method,reset,1,3,,,
method,get_goal,1,3,,,
method,get_grid_height,1,3,,,3
method,get_grid_width,1,3,,,
method,get_actions,1,13,,,
method,is_terminal,1,3,,,
method,step,1,20,,,
class,GridEnvironment:,1,85,,,
method,render,1,15,,,
method,render,2,0,,,
method,__init__,2,9,,,
method,is_pickup_stop,2,3,,,
method,reset,2,7,,,
method,get_actions,2,29,,,
method,step,2,47,,,
class,Taxi(GridEnvironment):,2,115,,22,
method,render,2,19,9.9,,
method,render,3,0,,,
method,__init__,3,18,,,
method,choose_action,3,21,,,
method,update_q_table,3,11,,,
method,estabilized,3,10,,,
method,print_policy,3,25,,,
method,run_episodes,3,59,,,
method,train,3,12,,,
class,QLearningAgent:,3,174,,10,
method,test,3,17,19.22222222,,
